PSA-Nr;Aufstellort;PLZ;Bezirk/Gebiet;Abschnitt von;Abschnitt bis;Stellplätze;Roter Punkt;Gebührenzeit;Gebühr je 20 Minuten;Höchstparkdauer;Tagesgebühr 4,00 €;GeoKoordinateNord;GeoKoordinateOst
1403;Erftstr. 23;;Belgisches Viertel;Gladbacher Straße;Spichernstraße;9;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9378022;6,9372626
1404;Erftstr. 39;;Belgisches Viertel;Gladbacher Straße;Spichernstraße;8;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9464673;6,9392922
1405;Franz-Hitze-Str. 1;50672;Belgisches Viertel;Peter-Dedenbach-Straße;Venloer Wall;22;BELG;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,9443334;6,9335313
1406;Genter Str. 21;;Belgisches Viertel;Brabanter Straße;Brüsseler Straße;25;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9464673;6,9392922
1407;Gilbachstr. 18;;Belgisches Viertel;Spichernstraße;Gladbacher Straße;29;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9464673;6,9392922
1408;Gilbachstr. 30;;Belgisches Viertel;Spichernstraße;Gladbacher Straße;28;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9464673;6,9392922
1409;Gladbacher Str. 36;;Belgisches Viertel;Gilbachstraße;Spichernstraße;19;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9464673;6,9392922
1410;Gladbacher Str. 1;50672;Belgisches Viertel;Werderstraße;Kaiser-Wilhelm-Ring;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,94507625;6,94149036
1411;Goebenstr. 1;50672;Belgisches Viertel;Werderstraße;Kaiser-Wilhelm-Ring;15;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,94436743;6,93987
1412;Goebenstr. 10;;Belgisches Viertel;Spichernstraße;Werderstraße;11;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,945004;6,9413824
1413;Hermann-Becker-Str. 6;;Belgisches Viertel;Hansaring;Erftstraße;12;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,945004;6,9413824
1414;Hermann-Becker-Str. 7;;Belgisches Viertel;Erftstraße;Hansaring;10;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,945004;6,9413824
1415;Herwarthstr. 1;;Belgisches Viertel;Kaiser-Wilhelm-Ring;Werderstraße;20;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9430935;6,9397471
1416;Kamekestr. 4-6;;Belgisches Viertel;Venloer Straße;Bismarckstraße;13;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9413591;6,9379287
1417;Kamekestr. 3;;Belgisches Viertel;Bismarckstraße;Venloer Straße;5;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9415646;6,9377797
1418;Lütticher Str. 55;;Belgisches Viertel;Moltkestraße;Brüsseler Straße;18;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9373002;6,9338883
1419;Maybachstr. 14;;Belgisches Viertel;Hermann-Becker-Straße;Am Kümpchenshof;5;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9466407;6,9441498
1420;Peter-Dedenbach-Str. 2;50672;Belgisches Viertel;Venloer Straße;Franz-Hitze-Straße;26;BELG;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,9440782;6,9324819
1421;Spichernstr. 75;;Belgisches Viertel;Erftstraße;Gladbacher Straße;13;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9462212;6,9411344
1422;Venloer Str. 8;;Belgisches Viertel;Kamekestraße;Bismarckstraße;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9414302;6,9372735
1423;Venloer Str. 28;;Belgisches Viertel;Brüsseler Straße;Bismarck Straße;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9421027;6,9360577
1424;Werderstr. 26;;Belgisches Viertel;Goebenstraße;Herwarthstraße;15;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9439553;6,9398333
1425;Constantinstr. 100;;Deutz II;Justinianstraße;Deutz-Kalker-Straße;17;DEUTZ II;Mo-So 09:00 - 23:00;0,50 €;2;;50,93804;6,97925
1426;Constantinstr. 102;;Deutz II;Justinianstraße;Deutz-Kalker-Straße;24;DEUTZ II;Mo-So 09:00 - 23:00;0,50 €;2;;50,9379485;6,9794349
1427;Zülpicher Str. 307;50937;Lindenthal Süd II;Marsiliusstraße;Speestraße;18;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,92164;6,9206
1428;Ostlandstraße 47;;Weiden-Süd;An der Alten Post;Lübecker Straße;12;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,93534;6,8346
1429;Rochusstr. 375;50827;Ehrenfeld;Rektor-Klein-Straße;Georg-Reiter Straße;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9740152;6,90452359
1430;Hauptstr. 51;;Rodenkirchen;Rheingasse/Maternusstr.;Kirchgasse;9;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,8639;7,03714
1431;Richmodstr. 21;50667;Nördlich Neumarkt;Am alten Posthof;Breite Straße;4;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93773;6,9575
1432;Bebelplatz 15;;Deutz V;Teutonenstraße;Cheruskerstraße;9;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,8639;7,03714
1433;Eulenbergstr. 7;;Mülheim;Mündelstraße;Wendeanlage;12;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;50,8639;7,03714
1434;Bebelplatz 5;;Deutz V;Teutonenstraße;Cheruskerstraße;22;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,8639;7,03714
1435;Cheruskerstraße 10;;Deutz V;Alter Mühlenweg;Siegburger Straße;10;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9296268;6,9757811
1436;Ostlandstr. 82;50859;Weiden-Süd;Freiburger Str.;Schulstr.;7;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,93597;6,83057
1437;Brüsseler Platz 13;;Belgisches Viertel;Moltkestraße;Brüsseler Straße;32;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9633186;7,0016593
1438;Wolfgang-Anheisser-Str.;;rrh. ohne BWP;;;13;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9633186;7,0016593
1439;Albertus-Magnus-Platz;;Lindenthal Süd I;Gyrhofstr.;Bachemer Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9279194;6,9279692
1440;Aachener Str. 63;;Rathenauviertel;Moltkestr.;DB-Überführung;5;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9363797;6,932021
1441;Lindenstr. 62;;Rathenauviertel;Händelstraße;Roonstraße;6;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,8956275;6,9741262
1442;Cheruskerstraße 3;;Deutz V;Alter Mühlenweg;Siegburger Straße;16;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9296268;6,9757811
1443;Ernst-Mühlendyck-Str. 3;;Porz;Hauptstraße;Mühlenstraße;6;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8824052;7,05772
1444;Suevenstr. 12;50679;Deutz II;Bataverstr.;Tenktererstraße;27;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9322563;6,9783663
1445;Suevenstr. 20;50679;Deutz II;Tenktererstraße;Bruktererstraße;29;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9318505;6,9793715
1446;Suevenstr. 28;50679;Deutz II;Bruktererstraße;Marsenstraße;70;DEUTZ II;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9315046;6,9801726
1447;Zülpicher Str. 56;;Rathenauviertel;Dasselstraße;Zülpicher Wall;5;RATH;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,928177;6,9354217
1448;Pfälzer Str. 29;;Südliche Neustadt I;Moselstraße;Trierer Straße;15;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9270961;6,9417042
1449;Pfälzer Str. 17;;Südliche Neustadt I;Moselstraße;Trierer Straße;21;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9266388;6,9419774
1450;Niehler Str. 168;;Nippes;Xantener Straße;Friedrich-Karl-Straße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9266388;6,9419774
1451;Turiner Str. 2;;Kunibertsviertel;Unter Krahnenbäumen;Dagobertstraße;15;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9266388;6,9419774
1452;Neue Maastrichter Str. 8;;Belgisches Viertel;Antwerpener Straße;Brüsseler Platz;50;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;50,9266388;6,9419774
1453;Follerstr. 76;50676;Georgsviertel;Kleine Witschgasse;Rheinaustraße;7;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93114889;6,95955648
1454;Rheinaustr. 7;50676;Georgsviertel;Holzmarkt;Follerstraße;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93138473;6,96050452
1455;Vorgebirgstraße 7;50677;Südliche Neustadt II;Vondelstraße;Lothringer Straße;3;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,92221271;6,95185503
1456;Maria-Hilf-Str. 8;50677;Südliche Neustadt II;Merowingerstraße;Rolandstraße;26;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,91985911;6,95609796
1457;Teutoburger Str. 35 / Eierplätzchen;50678;Südliche Neustadt II;Trajanstraße;Titusstraße;40;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,91914683;6,9642996
1458;Goltsteinstr. 38;;Rodenkirchen;Koblenzer Straße;Klopstockstraße;11;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9266388;6,9419774
1459;Goltsteinstr. 52;;Rodenkirchen;Klopstockstraße;Samariterstraße;7;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9266388;6,9419774
1460;Goltsteinstr. 64;;Rodenkirchen;Samariterstraße;Tacitusstraße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9266388;6,9419774
1461;Nikolausstr. 52;50937;Lindenthal;Im Weyertal;Nikolausbad;14;;Mo-Fr 09:00 - 18:00;0,50 €;4;;50,9232;6,92845
1462;Berrenrather Str. 250;50939;Lindenthal;Marsiliusstraße;Sülzburgstraße;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9182335;6,924792
1463;Turiner Str. 17;;Eigelsteinviertel;Unter Krahnenbäumen;Machabäerstraße;4;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9266388;6,9419774
1464;Donatusstr. 3;50767;Chorweiler;Am Pescher Holz;Waffenschmidtstraße;21;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9997958;6,8799804
1465;Kalker Hauptstr. 210;;Kalk;Hollweghstraße;Wiersbergstraße;5;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,93858234;7,00739781
1466;Deutz-Kalker Str. 7;50679;Deutz II;Opladener Straße;Justinianstraße;13;DEUTZ II;Mo-So 09:00 - 23:00;0,50 €;4;;50,937241;6,98075
1467;Deutz-Kalker Str. 5;50679;Deutz II;Opladener Straße;Justinianstraße;9;DEUTZ II;Mo-So 09:00 - 23:00;0,50 €;4;;50,937244;6,979194
1468;Stolberger Str. 4;50933;Lindenthal;Oskar-Jäger-Straße;Elsenborner Straße;9;;Mo-Fr 08:00 - 16:00;0,50 €;4;;50,9414586;6,9089044
1469;Stolberger Str. 1;50933;Lindenthal;Elsenborner Straße;Oskar-Jäger-Straße;7;;Mo-Fr 08:00 - 16:00;0,50 €;4;;50,9414586;6,9089044
1470;Aachener Str. 561;50933;Lindenthal;Voigtelstr.;Hermann-Pflaume-Str.;5;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9370443;6,8954195
1471;Aachener Str. 326;;Lindenthal;Melatengürtel;Maarweg;9;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9997958;6,8799804
1472;Zeughausstr. 9;50667;Nördlich Neumarkt;Am Römerturm;Auf dem Berlich;4;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,94099;6,94724
1473;Bunzlauer Str. 3;;Weiden-Süd;Danziger Straße;Aachener Straße;9;;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,9997958;6,8799804
1474;Amsterdamer Str. 192;;Nippes;Pasteurstr.;Friedrich-Karl-Straße;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,97361;6,97057
1475;Von-der-Leyen-Str. 56;;Mülheim;Dellbrücker Hauptstr.;Marthastraße;5;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,97361;6,97057
1476;Im Hasental 8;;Deutz V;Siegburger Straße;Alter Mühlenweg;19;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9292781;6,9772188
1477;Buchheimer Str. 13;;Mülheim;Formesstraße;Wallstraße;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9639592;7,0005502
1478;Lindenthalgürtel 69;50935;Lindenthal Süd II;Herder Straße;Franzstraße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9252941;6,9110131
1479;Im Hasental 14-16;;Deutz V;Siegburger Straße;Alter Mühlenweg;22;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9292781;6,9772188
1480;Hauptstr. 398;;Porz;Ernst-Mühlendyck-Str.;Bahnhofstraße;8;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8835403;7,0559205
1481;Friedrichstr. 12;;Porz;Gothestraße;Bahnhofstraße;17;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8838053;7,0608426
1482;Von-Gablenz-Str.;;rrh. ohne BWP;;;13;;Mo-So 09:00 - 23:00;0,50 €;14;JA;50,9417393;6,982015
1483;Frankfurter Str. 22-24;;Mülheim;Wiener Platz;Merkerhofstraße;11;;Mo-Sa 09:00/12:00 - 20:00;0,50 €;2;;50,960857;7,0063005
1484;Frankfurter Str. 34a;;Mülheim;Merkerhofstraße;Fürstenbergstraße;4;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;50,96021886;7,00724117
1485;Frankfurter Str. 54;;Mülheim;Fürstenbergstraße;Lassallestraße;7;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;50,9592381;7,0087195
1486;Frankfurter Str. / Lassallestr.;;Mülheim;Graf-Adolf-Straße;Lassallestraße;7;;Mo-Sa 12:00 - 20:00;0,50 €;2;;50,9582152;7,0100752
1487;Frankfurter Str. 93;;Mülheim;Alte Wipperführter Straße;Ackerstraße;7;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9559344;7,0135965
1488;Frankfurter Str. / Glücksburgstraße;;Mülheim;Graf Adolf-Straße;Glücksburgstraße;6;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;50,8507266;7,0909855
1489;Frankfurter Str. 85 - 87;;Mülheim;Montanusstraße;Wiesbadener Straße;6;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;50,9590822;7,0092145
1490;Frankfurter Str. 63;;Mülheim;Wiesbadener Str.;Lassallestr.;16;;Mo-Sa 09:00/18:00 - 20:00;0,50 €;2;;50,9601;7,00779
1491;Frankfurter Str. 55;;Mülheim;Lassallestr.;Elisabeth-Breuer-Str.;10;;Mo-Sa 12:00 - 20:00;0,50 €;2;;50,9608156;7,006718
1492;An der Kemperwiese 2;51069;Mülheim;Dellbrücker Hauptstr.;Wiesenstr.;44;;"Mo-Mi+Fr 09:00 - 18:00; Do 14:00 - 18:00 + Sa 09:00 - 14:00";0,50 €;4;;50,97559152;7,07449218
1493;Am Malzbüchel 4;50667;Georgsviertel;Heumarkt;Peter-Welter-Platz;6;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93445334;6,95997127
1494;Thieboldsgasse 142;;Griechenmarktviertel;Lungengasse;Spinnmühlengasse;10;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9608156;7,006718
1495;Berrenrather Str. 204;;Lindenthal;Redwitzstraße;Gustavstraße;6;;Mo-Sa 09:00 - 18:00;0,50 €;4;;50,9608156;7,006718
1496;Fleischmengergasse 37;;Griechenmarktviertel;Bayardsgasse;Lungengasse;14;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9608156;7,006718
1497;Goethestr. 2;;Porz;Bahnhofstraße;Friedrichstraße;8;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9608156;7,006718
1498;Siegburger Straße;;Deutz V;Severinsbrücke;Alfred-Schütte-Allee;45;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9608156;7,006718
1499;Lentstr.;;Agnesviertel II;Neusser Wall;Innere Kanalstraße;26;AGN II;Mo-So 09:00 - 21:00;1,00 €;4;;50,9608156;7,006718
1500;Lentstr. 8;;Agnesviertel II;Innere Kanalstraße;Neusser Wall;28;AGN II;Mo-So 09:00 - 21:00;1,00 €;4;;50,9608156;7,006718
1501;Fleischmengergasse 57;;Griechenmarktviertel;Neumarkt;Lungengasse;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,9608156;7,006718
1502;Kalker Hauptstr. 223;51103;Kalk;Steprathstraße;Breuerstraße;12;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,93863685;7,00723888
1503;Pfeilstraße 38-40;50672;Nördlich Neumarkt;;;4;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93771;6,94162
1504;Auf der Ruhr 2;50667;Nördlich Neumarkt;Breite Straße;Elstergasse;5;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93946;6,95225
1505;Quatermarkt 6;50667;City/Martinsviertel;In der Höhle;Gürzenichstraße;22;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93652;6,95779
1506;Agrippastr. 85;;Griechenmarktviertel;Peterstr.;Kämmergasse;14;GRI;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,8710317;7,0270295
1507;Am Vorgebirgstor;;Rodenkirchen;Bremsstr.;Vorgebirgsstr.;16;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;50,8710317;7,0270295
1508;Gottfried-Hagen-Str.;;Kalk;Stichstraße RTZ;"""Hagen""-Gelände";10;;Mo-Fr 09:00 - 18:00;0,50 €;4;;50,9320429;7,0026302
1509;Schulstr.;;Porz;Schulstraße Parkplatz;Frankfurter Straße;28;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;50,9320429;7,0026302
1510;Subbelrather Str. 138;;Ehrenfeld;Gutenbergstraße;Lukasstraße;10;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9320429;7,0026302
1511;Ostlandstraße;;Weiden-Süd;Lübecker Straße;An der Alten Post;12;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;50,9320429;7,0026302
1512;Florenzer Str.;;Chorweiler;Athener Ring;Parkhaus City-Center;3;;Mo-So 09:00 - 23:00;0,50 €;2;;50,9320429;7,0026302
1513;Schillerstr. 21;;Porz;Bahnhofstraße;Heinrich-von-Kleist-Str.;17;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,939719;6,8348571
1514;Schillerstr. 8;;Porz;Bahnhofstraße;Heinrich-von-Kleist-Str.;18;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,9114;6,96559
1515;Heinrich-von-Kleist-Str. 30;;Porz;Schillerstraße;Straßenbahngleise;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,8809693;7,059061
1516;Theodor-Körner-Str.;;Porz;Max-von-Schenkendorf-Str.;Wendeanlage;24;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,8894921;7,0028569
1517;Max-von-Schenkendorf-Str.;;Porz;Fabrikeinfahrt;Straßenbahngleise;19;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,8822491;7,0590798
1518;Mühlenstr.;;Porz;Heinrich-von-Kleist-Str.;Ernst-Mühlendyck-Str.;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8817496;7,057251
1519;Ernst-Mühlendyck-Str. 4;;Porz;Stichstr. 4;;29;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,88321;7,05775
1520;Hauptstr.;;Porz;Karlstraße;Bergerstraße;20;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8745935;7,050748
1521;Hauptstr.;;Porz;Karlstraße;Bergerstraße;35;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8745935;7,050748
1522;Hauptstr. 401;;Porz;Karlstraße;Bergerstraße;8;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8865001;7,0555969
1523;Josefstr.;;Porz;Bergerstraße;Karlstraße;19;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8869563;7,0579287
1524;Karlstr. 16;;Porz;Hauptstraße;Josefstraße;9;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,88543;7,05678
1525;Goethestr. 13;;Porz;Bahnhofstraße;Klingerstraße;13;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9414026;6,8342966
1526;Friedrichstr. 19;;Porz;Klingerstraße;Bahnhofstraße;27;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9414026;6,8342966
1527;Klingerstr.;;Porz;Bahnhofstraße;Friedrichstraße;30;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9414026;6,8342966
1528;Klingerstr.a;;Porz;Bahnhofstraße;Friedrichstraße;14;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9414026;6,8342966
1529;Bahnhofstr. 74-76;;Porz;Schillerstraße;Bahnhofstr. 136;15;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9414026;6,8342966
1530;Glasstr. 33;;Porz;Bahnhofstraße;Concordiaplatz;66;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,9414026;6,8342966
1531;Glasstr. 4;;Porz;Bahnhofstraße;Concordiaplatz;14;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,9414026;6,8342966
1532;Glasstr.;;Porz;Bahnhofstraße;Concordiaplatz;14;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,8817521;7,0621694
1533;Germaniastr. 14;;Porz;Concordiaplatz;Bahnhofstraße;29;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,8817521;7,0621694
1534;Germaniastr.;;Porz;Concordiaplatz;Bahnhofstraße;19;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,8817521;7,0621694
1535;Friedrich-Ebert-Ufer;;Porz;Bennauerstraße;Bahnhofstraße;8;PORZ;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,8817521;7,0621694
1536;Neusser Str. 527;;Nippes;Derfflingerstraße;Mollwitzstraße;11;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9741812;6,9506158
1537;Neusser Str. 555;;Nippes;Schmiedegasse;Derfflingerstraße;6;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;50,9741812;6,9506158
1538;Deutzer Freiheit 64;;Deutz I;Mindener Straße;Tempelstraße;30;;Mo-Sa 09:00 - 21:00;0,50 €;2;;50,9741812;6,9506158
1539;Philipp-Reis-Str.;;Porz;Bergerstr.;Philipp-Reis-Str.;110;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;10;JA;50,9741812;6,9506158
1540;Siegburger Straße;;Deutz V;Severinsbrücke;Alfred-Schütte-Allee;45;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,9741812;6,9506158
1541;Bonner Wall;;Südliche Neustadt II;Wormser Str.;Bonner Str.;;SÜD II;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,9741812;6,9506158
1542;Helenenwallstr.;50679;Deutz I;Troisdorfer Straße;Siegburger Straße;15;DEUTZ I;Mo-Sa 09:00 - 21:00;0,50 €;12;JA;50,93197698;6,97246335
1543;Bahnhofstr. 43;;Porz;Friedrichstraße;Goethestraße;6;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;50,9741812;6,9506158
1544;Stolberger Str. 311;50933;Lindenthal;Eupener Straße;Maarweg;8;;Mo-Fr 09:00 - 18:00;0,50 €;4;;50,94197;6,89332
1545;Amsterdamer Str.;;Agnesviertel II;Amsterdamer Str.;Neusser Wall;6;;Mo-Sa 09:00 - 18:00;1,00 €;4;;50,9686758;6,9689057
1546;Prälat-van-Acken-Str.;;Hohenlind;Dürener Str.;Werthmannstr.;18;H.-Lind;Mo-So 09:00 - 21:00;0,50 €;4;;50,9249107;6,8970477
1547;Urbacher Weg;;Porz;Steinstraße;Schildgenweg;24;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,8938918;7,0497683
1548;Urbacher Weg;;Porz;Steinstraße;Schildgenweg;18;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,8938918;7,0497683
1549;Urbacher Weg;;Porz;Steinstraße;Schildgenweg;21;;Mo-Sa 09:00 - 18:00;0,50 €;9;JA;50,8938918;7,0497683
1550;Salmstr.;;Porz;Hechtstraße;Pfeiffergasse;6;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;2;;50,9133991;6,9908594
1551;Neuköllner Str.;50676;Georgsviertel;Großer Griechenmarkt;Agrippastraße;6;;Mo-Sa 09:00 - 23:00;1,00 €;4;;50,93300904;6,9536832
1552;Oskar-Jäger-Str. 2/ BA Lindenthal I;50931;Lindenthal;Aachener Straße;Oskar-Jäger-Straße;17;;Mo-Fr 08:00 - 22:00;0,50 €;4;;50,937613;6,911622
1553;Oskar-Jäger-Str. 2/ BA Lindenthal II;50931;Lindenthal;Aachener Straße;Oskar-Jäger-Straße;17;;Mo-Fr 08:00 - 22:00;0,50 €;4;;50,93761285;6,91162214
